wkt_geom,coddistbar,Barrio ,Distrito,coddistrit,codbarrio,gis_gis_barrios_area,geo_point_2d,Total,Porcentaje total,Porcentaje solos,porcentaje solas,porcentaje solos hom
"Polygon ((-0.38409352445815781 39.46935463720284076, -0.38345250083747628 39.4703311659887035, -0.38138093500631537 39.46873499087129744, -0.38088887681445699 39.46854823056450812, -0.37985190179745104 39.46815099000401972, -0.37885836944844103 39.46791237418445064, -0.37695411383000127 39.4674549949185689, -0.37652726010842674 39.46735076722082169, -0.37686057947617096 39.466425889299245, -0.37807798486967692 39.46304355553303367, -0.37994569696786346 39.46338747241247802, -0.38128743120952147 39.46534108569733945, -0.38161065526569476 39.46582583550047474, -0.38221523316316697 39.46673132764459524, -0.38255532650537666 39.46721195044709418, -0.38300138721091104 39.46781206410331322, -0.38409352445815781 39.46935463720284076))",32,la Roqueta,Extramurs,3,2,23.056.840.625,"{""lat"":39.46650655401035,""lon"":-0.3800190830357246}",1002,"19,6","48,2","74,1","25,9"
"Polygon ((-0.39046625750495106 39.4782454316172462, -0.3899642688419297 39.47754499308771159, -0.389437480552979 39.47680795107222451, -0.38864963267935382 39.47570919271431933, -0.3882070643357225 39.47509116123679007, -0.3878534230691687 39.47460124135147908, -0.38777197773606814 39.47448680048657366, -0.3875794077362979 39.47421671175211344, -0.38705489808218796 39.47349772796132328, -0.38592523705983767 39.47194533834911567, -0.38747813704404171 39.47069200841555414, -0.38864457784298168 39.46970924684909932, -0.39008510724675349 39.46939928139284604, -0.3914928109868156 39.46909306550948315, -0.39154485628400149 39.46908072047374105, -0.39158638909952664 39.46913570560935369, -0.39218687008573389 39.46995997574169479, -0.39349702768292938 39.47175959257263145, -0.39431457168491357 39.4728814978363971, -0.39533675059122592 39.47428276220458088, -0.39580265600424691 39.47491931679459043, -0.39626578758547282 39.47565039098169848, -0.39446624421024534 39.47646588527075551, -0.39219835958035559 39.47748704440047618, -0.39129114835590939 39.47790811364955488, -0.39065775285998244 39.47819567886641323, -0.39046625750495106 39.4782454316172462))",33,la Petxina,Extramurs,3,3,4966687.5,"{""lat"":39.473565513491664,""lon"":-0.39098170775459257}",3524,"22,6","44,4","79,4","20,6"
"Polygon ((-0.38592523705983767 39.47194533834911567, -0.38540875095701976 39.47122652774154261, -0.38437538116711412 39.46976187339215159, -0.38409352445815781 39.46935463720284076, -0.38300138721091104 39.46781206410331322, -0.38255532650537666 39.46721195044709418, -0.38221523316316697 39.46673132764459524, -0.38161065526569476 39.46582583550047474, -0.38128743120952147 39.46534108569733945, -0.37994569696786346 39.46338747241247802, -0.37807798486967692 39.46304355553303367, -0.37863090063630045 39.46156958366960765, -0.37872618148806059 39.46131498162627338, -0.3812388903732512 39.45462857195774831, -0.38155656793208254 39.45522130298341068, -0.38209253561792389 39.45582345473638242, -0.3825024486132812 39.45624258873414192, -0.38354735334809992 39.45776157251287231, -0.38299594299760198 39.45991576979876925, -0.38329365786862862 39.459976526208834, -0.38462749244211714 39.45940747248020131, -0.38577023052097836 39.46103223962706608, -0.38693717983977277 39.46267105333485858, -0.38781306235559404 39.46389792568095345, -0.38819360663155911 39.46442448571642814, -0.38996289193614142 39.46693714711572198, -0.39003075556862127 39.46700623738342983, -0.39154485628400149 39.46908072047374105, -0.3914928109868156 39.46909306550948315, -0.39008510724675349 39.46939928139284604, -0.38864457784298168 39.46970924684909932, -0.38747813704404171 39.47069200841555414, -0.38592523705983767 39.47194533834911567))",34,Arrancapins,Extramurs,3,4,8.743.740.625,"{""lat"":39.4640986843006,""lon"":-0.38426520352944143}",5791,"24,5","42,9","80,3","19,7"
"Polygon ((-0.39011567306996991 39.48553914728735492, -0.38989004579602321 39.48521877150762549, -0.38911985371295887 39.48554830742139643, -0.38796491096487418 39.48386924644701423, -0.38883824401831529 39.48350149611977145, -0.3861516700240657 39.4798060635653485, -0.38670530110268025 39.47953473818859749, -0.38737365742726321 39.47920744133291748, -0.38855582577186071 39.47872051215826872, -0.39046625750495106 39.4782454316172462, -0.39065775285998244 39.47819567886641323, -0.39129114835590939 39.47790811364955488, -0.39219835958035559 39.47748704440047618, -0.39446624421024534 39.47646588527075551, -0.39626578758547282 39.47565039098169848, -0.3964703860758832 39.47556038239890341, -0.39880652427758673 39.47512173499508492, -0.39957930349593934 39.4769407856226735, -0.40011443527143004 39.47835362192677167, -0.398942742229209 39.47867873659001248, -0.39850893343287014 39.4788356888811478, -0.39878633886706577 39.47922927796152237, -0.40176261980766553 39.48331828227204454, -0.40112340100357208 39.48354722586304177, -0.39798106368702529 39.48490478295380512, -0.396006366485607 39.48585149857099452, -0.39524504249188686 39.48458222025279696, -0.39257890269853468 39.48573409139973478, -0.39121924307051559 39.48632066760916359, -0.39065309030343459 39.48610976205375778, -0.39046684968092149 39.48603801375450217, -0.39011567306996991 39.48553914728735492))",41,Campanar,Campanar,4,1,9857367.5,"{""lat"":39.4810529498831,""lon"":-0.3942219586128438}",3577,"30,3","31,2","76,3","23,7"
"Polygon ((-0.39011567306996991 39.48553914728735492, -0.38922404199472349 39.48592901779995401, -0.38894993953485951 39.48672913707332555, -0.38858644442027218 39.48661736745456352, -0.3882768025437448 39.48597979268524227, -0.38744616067845439 39.48631246297671993, -0.38730524207567246 39.48660208031771646, -0.38522412935190714 39.48503278296934127, -0.38366033794605081 39.48391202425724344, -0.38105459271516678 39.48223174307487682, -0.38339523622102922 39.4811583914966775, -0.38348024687795645 39.48111976612418772, -0.3861516700240657 39.4798060635653485, -0.38883824401831529 39.48350149611977145, -0.38796491096487418 39.48386924644701423, -0.38911985371295887 39.48554830742139643, -0.38989004579602321 39.48521877150762549, -0.39011567306996991 39.48553914728735492))",42,les Tendetes,Campanar,4,2,25.820.917.188,"{""lat"":39.48318800144057,""lon"":-0.3858001000910805}",1428,"26,3","38,9",75,25
"Polygon ((-0.38947086432928502 39.48855610433287922, -0.38754577924067213 39.4868146816836898, -0.38730524207567246 39.48660208031771646, -0.38744616067845439 39.48631246297671993, -0.3882768025437448 39.48597979268524227, -0.38858644442027218 39.48661736745456352, -0.38894993953485951 39.48672913707332555, -0.38922404199472349 39.48592901779995401, -0.39011567306996991 39.48553914728735492, -0.39046684968092149 39.48603801375450217, -0.39065309030343459 39.48610976205375778, -0.39121924307051559 39.48632066760916359, -0.39257890269853468 39.48573409139973478, -0.39343442991026017 39.48695144702689674, -0.39327782066755279 39.48702000428051662, -0.39207424757904702 39.48755154346454788, -0.39052352527076106 39.48823291936471946, -0.38947086432928502 39.48855610433287922))",43,el Calvari,Campanar,4,3,9.368.234.375,"{""lat"":39.48698062011336,""lon"":-0.3903436634766249}",1118,"20,9","47,8","74,3","25,7"
"Polygon ((-0.42650752682479193 39.49499890521849466, -0.42611765911874222 39.4950718087134689, -0.42596782244316689 39.49506463373738541, -0.42593939892435262 39.49549107688626037, -0.42525130746967765 39.4955722710914614, -0.42534534097020354 39.49598869800156109, -0.42535513682603115 39.49647742801512607, -0.42535243291206715 39.49700772704620277, -0.42458343347250482 39.49708472794478098, -0.42361800717805354 39.49651562449609798, -0.423207031944833 39.49648223233950262, -0.42147001534926665 39.496562641533977, -0.4187334174517055 39.49668944317657804, -0.41604515306276757 39.49681956127874116, -0.41438440404242466 39.49686287637502602, -0.41259597249260205 39.49647726159668792, -0.41134978769580949 39.49601962208054573, -0.40932122878891003 39.49355678745030929, -0.40825567202605073 39.49215955025503177, -0.40250117521570145 39.49458672575623552, -0.40101802028081246 39.49255004784509993, -0.39933376978280649 39.49023704602541329, -0.3973697605385681 39.48753965493429519, -0.39620985895784117 39.48610380071733061, -0.396006366485607 39.48585149857099452, -0.39798106368702529 39.48490478295380512, -0.39938160009357937 39.48429972641488916, -0.40112340100357208 39.48354722586304177, -0.40176261980766553 39.48331828227204454, -0.3998934198792693 39.4807503288135706, -0.39878633886706577 39.47922927796152237, -0.39850893343287014 39.4788356888811478, -0.40011443527143004 39.47835362192677167, -0.39957930349593934 39.4769407856226735, -0.39880652427758673 39.47512173499508492, -0.40129059837777503 39.47465030417880882, -0.40207637254095491 39.47448319230917946, -0.40361381769156235 39.47417892866185696, -0.40701870567600712 39.47351043444569996, -0.40711785791660499 39.47358211390147176, -0.40727621496846345 39.47362804263332947, -0.40754413605738404 39.47367315419290179, -0.40783645993318624 39.47374164686389264, -0.40806382113420792 39.47377623106503108, -0.40833978931335868 39.47383130387547112, -0.40867780368432027 39.47393970454856316, -0.4089120718632106 39.47402185462575375, -0.40911707170852307 39.47409803649183857, -0.40931324358693222 39.47422479500747272, -0.40956508385614937 39.47437411803397111, -0.40979807060846374 39.47453315524028739, -0.40996515448714194 39.47464067008267108, -0.41008070608358044 39.47473728865644915, -0.41020800877692015 39.47488563649084625, -0.41026704738037173 39.47503448091923417, -0.41027373606950224 39.47513586229133864, -0.41027818536103228 39.47529791332473081, -0.41026143878882682 39.47546760896590712, -0.41022392451688033 39.47563277879716281, -0.41026997626152895 39.47571591161923266, -0.41046844017432155 39.47580738664139233, -0.41084803105768614 39.47590684288163487, -0.4111486257067723 39.47600059219898583, -0.4113246305660907 39.47607771885272143, -0.41143224636090475 39.47615052914421341, -0.41158367677734126 39.47645336498442248, -0.41176934719332875 39.47690529375784507, -0.41193856225865938 39.47713707614921219, -0.41211201005606973 39.47733405232125392, -0.41223300353629339 39.47747816746103666, -0.4123233253254493 39.47758952802967514, -0.41237120956569329 39.47765249401772536, -0.41239016830656877 39.47773655422693651, -0.41238303105061386 39.4778315466443388, -0.41236783944040295 39.4779487556807922, -0.41236545451346568 39.47801307972714824, -0.41239279789933281 39.47805566977288549, -0.4124248650382516 39.4780984640930015, -0.41247055132014859 39.47813951665017385, -0.4125379556586381 39.4781930345187746, -0.41260799053903635 39.47824458393049696, -0.41268616186321105 39.47830431430408993, -0.41275168725400374 39.47834925884738055, -0.41279556925993383 39.47838348745358417, -0.41288141455940813 39.47846011796060139, -0.41293487369349663 39.4785125864146238, -0.41303695221350539 39.4786276675663288, -0.41309541597334132 39.47868939132944632, -0.4131857672238699 39.47879721142199827, -0.41321127427226323 39.47883259837517755, -0.41327011703193944 39.47890605999509717, -0.41319559344463797 39.47896554407401482, -0.41299170501220661 39.47908498487112894, -0.41286157807531365 39.47913852825117687, -0.41258558748283175 39.47931072238124983, -0.41240985792822454 39.47941121290273259, -0.41217241573289393 39.47958492202607061, -0.41191526175132009 39.47978481274249418, -0.41160325160708333 39.48004602032422383, -0.41144040507228408 39.48025072219439835, -0.41131693499849148 39.48041554504850126, -0.41116130026034042 39.48062228099137627, -0.41102831125167366 39.48078857610229875, -0.41075344572991745 39.48112471548001423, -0.41055375825362178 39.48130484785546912, -0.41116905251383418 39.48172537795593229, -0.4116066393012669 39.48194804053878215, -0.41190417415997549 39.48205542238542876, -0.4121266223220979 39.48211135751690648, -0.41227685289926114 39.48215163027059305, -0.41255707392285917 39.48221651761698325, -0.41290936018897739 39.4822867834295792, -0.41314208448486828 39.48233117987323482, -0.41339154047238891 39.48238210132174686, -0.41350719332680336 39.48241372008645556, -0.41376264696333026 39.48247566591934543, -0.41414700295742074 39.48256276755192573, -0.41471872196885995 39.48265194644191212, -0.41521365021060419 39.48279117021213125, -0.41558737125703299 39.48292256122125821, -0.41581099169267732 39.48300319061483776, -0.41645947008020301 39.48318151674509835, -0.41697980479336022 39.48334343261661417, -0.41749698352915754 39.48355927501020801, -0.41759193649859477 39.48359681696687318, -0.4181403303772025 39.48377914366358965, -0.4187201119321724 39.48407945109991601, -0.41905642957007577 39.48429458417059834, -0.41930289988102692 39.48437121900531821, -0.41964351444811587 39.48454758169530265, -0.41994628279083723 39.48472755346887197, -0.420438298691935 39.48505756080082563, -0.42100068958649617 39.48543102812631389, -0.42150111289201025 39.4856788317733276, -0.42320310221189011 39.48679163829899608, -0.42433379924635994 39.48728777875085427, -0.42484844022244361 39.48761032336998511, -0.42588710283044789 39.48792340356120434, -0.42582105037298523 39.48802115471707452, -0.42572291182646937 39.48818687842709352, -0.42564945125329468 39.48830735682782489, -0.4255906300094936 39.48838745756170709, -0.42548199398838116 39.48857075895731583, -0.42530160906844905 39.48890119745131244, -0.4251390043790238 39.48883206410194902, -0.42508064247719385 39.48879762732127574, -0.42502734285290766 39.48876841971328844, -0.42498763608341583 39.48875398150210714, -0.42495185898966775 39.48874616177129582, -0.4249170188513014 39.48875768675776499, -0.42487931501999449 39.48877529230055217, -0.42485904310632688 39.48884634622114476, -0.42485546201525182 39.48889926587100518, -0.42483689480745018 39.48896067306061042, -0.42482145515047209 39.48903278899926761, -0.42476258033139741 39.48919335506527517, -0.42474700890089567 39.48932825067839758, -0.42474825956959722 39.48945248327660096, -0.42474205584167424 39.48952983082062218, -0.424731684879603 39.48963030178729383, -0.42470630798936027 39.48971522424835712, -0.42468297025164337 39.48978679575148476, -0.42464241594176 39.48998521751188662, -0.42459992337589564 39.49012684961372344, -0.4245651175497977 39.49028639046917988, -0.42451767377874033 39.49039426477977344, -0.4244817905891643 39.49052219673408359, -0.42445833432990493 39.49059696368937011, -0.42445779431479735 39.4906330050908565, -0.4245156537257529 39.49067762004780491, -0.42468981327043465 39.49076423528344293, -0.42484674756581914 39.49082550502875222, -0.42493028586776144 39.4908554639314886, -0.42498477116646022 39.49085353629416062, -0.42500491115150807 39.49089001796114218, -0.42470789393971375 39.49105081977216258, -0.42449071420091206 39.49119125570680211, -0.42463239448299434 39.491412517926193, -0.4248333799922831 39.49175896582836742, -0.42494239446875426 39.4919753866909744, -0.42514412188297918 39.49230433732321899, -0.42532958464144699 39.49261312579702832, -0.42552763258485243 39.49293695830274942, -0.42571335302670715 39.49324042765841369, -0.42583707384764879 39.49344916464688282, -0.42581737179278495 39.49348806075417428, -0.42586209277381037 39.49356015823237698, -0.42592440712758339 39.4936788607705509, -0.42597102918518942 39.49378326096508829, -0.42600895861664834 39.49383019039850495, -0.42602914318969859 39.49387526730505016, -0.42610185289425329 39.49402012745751023, -0.42615486723230833 39.49414226343368739, -0.42623602689289314 39.49428092341221941, -0.42628692888401765 39.49446031774534305, -0.42635336283157527 39.49467192933950344, -0.42644879036499594 39.49480145492441352, -0.42648489289469449 39.4948679830036653, -0.42655137994791326 39.49498741725237494, -0.42650752682479193 39.49499890521849466))",44,Sant Pau,Campanar,4,4,,"{""lat"":39.48666890167039,""lon"":-0.41060784620169233}",3099,"16,2",28,"70,4","29,6"
"Polygon ((-0.3857315618200608 39.48942694928354058, -0.38554254563271695 39.48927405154416448, -0.38445683409034442 39.48877215205666857, -0.38369900731953921 39.48842176621533184, -0.38163761952455127 39.48727626215838171, -0.38019427599886951 39.48757254096834401, -0.37945289622729156 39.48771347704035151, -0.37900017681986115 39.48643754158875652, -0.37814312052134974 39.48635063162699055, -0.37853018152632095 39.48560263587472008, -0.37866661163597537 39.48485348938420714, -0.37880377151525113 39.48385210413263025, -0.37910912559876542 39.48197166921414691, -0.38023471601096398 39.48212317402646221, -0.38105459271516678 39.48223174307487682, -0.38366033794605081 39.48391202425724344, -0.38522412935190714 39.48503278296934127, -0.38730524207567246 39.48660208031771646, -0.38754577924067213 39.4868146816836898, -0.38947086432928502 39.48855610433287922, -0.38691945801315819 39.48916089264569962, -0.38615873522110822 39.4893329582667576, -0.3857315618200608 39.48942694928354058))",51,Marxalenes,la Saïdia,5,1,3.903.659.375,"{""lat"":39.48596998286587,""lon"":-0.3829999409817544}",2821,"25,2","39,7","79,4","20,6"
"Polygon ((-0.36911641197026074 39.48738528421163352, -0.36983126200011074 39.48632942394616663, -0.37061065812162336 39.48518044540193017, -0.37085381097916392 39.48482109204338997, -0.37175772114208933 39.48349023349454967, -0.37230051539006065 39.4825250660637721, -0.37308923412760014 39.4812996965556664, -0.37434476900640734 39.47950381252587704, -0.37503600600613218 39.48003742521532899, -0.37663072437763712 39.48100584724437567, -0.37795482932007729 39.48161679911832778, -0.37910912559876542 39.48197166921414691, -0.37880377151525113 39.48385210413263025, -0.37866661163597537 39.48485348938420714, -0.37853018152632095 39.48560263587472008, -0.37814312052134974 39.48635063162699055, -0.37773321316257419 39.48691343939375287, -0.37726710608018543 39.48750199443362163, -0.37591729619614889 39.48695351500848005, -0.37626540254439472 39.48635329228574165, -0.37480912139606615 39.48649155838788971, -0.37273374147041494 39.48668787999692142, -0.37218944042047714 39.48668908509471009, -0.37155168936996513 39.48648998084497919, -0.37099193330287694 39.48792321599459854, -0.36911641197026074 39.48738528421163352))",52,Morvedre,la Saïdia,5,2,42.818.484.375,"{""lat"":39.48407373540524,""lon"":-0.3747764384107742}",2527,"24,2","38,9","74,8","25,2"
"Polygon ((-0.36885592930385808 39.48625779476900988, -0.3686949988381415 39.48655594429742166, -0.36760750818660926 39.48627906751097072, -0.36655324148514729 39.48600743796574619, -0.36539112626408521 39.48570631837750966, -0.36470631125474773 39.48625383689263657, -0.36354165328256788 39.48538509825720411, -0.36357245939607707 39.48522363952424996, -0.36381025675250378 39.4847380571491513, -0.36467252468320532 39.48297389879334673, -0.36643055738398739 39.47938324891302386, -0.36744378861820076 39.47731167667307517, -0.36824595208954986 39.47705959213487859, -0.36884724762010568 39.47646962022076167, -0.36976874553403255 39.47675174493576122, -0.37058709783843891 39.47720719075633156, -0.37256219883604558 39.4784320157111992, -0.37280046672739342 39.47856803015919525, -0.37413381414528651 39.47933688765807858, -0.37434476900640734 39.47950381252587704, -0.37308923412760014 39.4812996965556664, -0.37230051539006065 39.4825250660637721, -0.37175772114208933 39.48349023349454967, -0.37085381097916392 39.48482109204338997, -0.37061065812162336 39.48518044540193017, -0.36983126200011074 39.48632942394616663, -0.36943988675114942 39.48622597236199994, -0.36933362973034067 39.48640374216149951, -0.36885592930385808 39.48625779476900988))",53,Trinitat,la Saïdia,5,3,5.956.786.875,"{""lat"":39.48176723495696,""lon"":-0.3688325087367652}",1996,"24,6",47,"75,9","24,1"
"Polygon ((-0.38216474909350612 39.49028804564966322, -0.38049959443926601 39.49066491336556339, -0.37857263099318944 39.49108539895992465, -0.37745288112456565 39.4913348989150137, -0.3763528483250394 39.49156230223800179, -0.37388371530907172 39.49206055364049917, -0.37588024744734405 39.48942557793797192, -0.37659501508462156 39.48842823959034121, -0.37673655980998638 39.48821972896710264, -0.37699561097885609 39.48784270402153851, -0.37726710608018543 39.48750199443362163, -0.37773321316257419 39.48691343939375287, -0.37814312052134974 39.48635063162699055, -0.37900017681986115 39.48643754158875652, -0.37945289622729156 39.48771347704035151, -0.38019427599886951 39.48757254096834401, -0.38163761952455127 39.48727626215838171, -0.38369900731953921 39.48842176621533184, -0.38445683409034442 39.48877215205666857, -0.38554254563271695 39.48927405154416448, -0.3857315618200608 39.48942694928354058, -0.38216474909350612 39.49028804564966322))",54,Tormos,la Saïdia,5,4,279952,"{""lat"":39.489296785225164,""lon"":-0.3793889618392513}",1674,"18,9",39,"74,1","25,9"
"Polygon ((-0.37388371530907172 39.49206055364049917, -0.37272664832972463 39.49125513857617165, -0.37129962136580014 39.49020938623332455, -0.37013258870856824 39.48932264139824611, -0.36841846379052889 39.4879730577312742, -0.36911641197026074 39.48738528421163352, -0.37099193330287694 39.48792321599459854, -0.37155168936996513 39.48648998084497919, -0.37218944042047714 39.48668908509471009, -0.37273374147041494 39.48668787999692142, -0.37480912139606615 39.48649155838788971, -0.37626540254439472 39.48635329228574165, -0.37591729619614889 39.48695351500848005, -0.37726710608018543 39.48750199443362163, -0.37699561097885609 39.48784270402153851, -0.37673655980998638 39.48821972896710264, -0.37659501508462156 39.48842823959034121, -0.37588024744734405 39.48942557793797192, -0.37388371530907172 39.49206055364049917))",55,Sant Antoni,la Saïdia,5,5,24.973.409.375,"{""lat"":39.488706909597745,""lon"":-0.37322650114709455}",2370,"23,2",37,"77,8","22,2"
"Polygon ((-0.36513389309767907 39.47901151247298657, -0.36338811133808557 39.47850796288271624, -0.35821630339098448 39.47699863881537397, -0.35888313647231707 39.47565798642862234, -0.35943609307267599 39.47450392626906535, -0.35996998265303304 39.47466019691874806, -0.36061258864572066 39.47330546999973677, -0.36376844200133857 39.47421042571330929, -0.36458489951570638 39.4738100365940312, -0.36601570037277603 39.47310826975881071, -0.36884724762010568 39.47646962022076167, -0.36824595208954986 39.47705959213487859, -0.36744378861820076 39.47731167667307517, -0.36643055738398739 39.47938324891302386, -0.36513389309767907 39.47901151247298657))",61,Exposició,el Pla del Real,6,1,3.816.096.875,"{""lat"":39.47613782154427,""lon"":-0.3636903649528479}",1782,"25,4","36,6","78,6","21,4"
"Polygon ((-0.35821630339098448 39.47699863881537397, -0.35389337633087153 39.47585075201477167, -0.35247663440527288 39.47544912373336246, -0.35253803362968023 39.47532439997575437, -0.35316841926533404 39.47402799458473766, -0.35441160140804789 39.47147531108981866, -0.3544202738116165 39.47145749099383494, -0.35543659246532966 39.46936808578058731, -0.35567056830744065 39.46888693649454893, -0.35654022240204108 39.46710047202333271, -0.35682925903951773 39.46650797185571236, -0.35711520572762606 39.46591989597528283, -0.35800753803872482 39.46408889982537715, -0.35867498476202975 39.46370768512092297, -0.35982657870097534 39.4633554928843111, -0.36015202564490989 39.46414214560331146, -0.36106726576336451 39.46591062665864058, -0.36176615725467715 39.46719672389481559, -0.3624005633385895 39.4683822658261505, -0.36313133483645105 39.46942134607540709, -0.36377884112078568 39.47024231325329424, -0.36453615919605226 39.47121442118479706, -0.36601570037277603 39.47310826975881071, -0.36458489951570638 39.4738100365940312, -0.36376844200133857 39.47421042571330929, -0.36061258864572066 39.47330546999973677, -0.35996998265303304 39.47466019691874806, -0.35943609307267599 39.47450392626906535, -0.35888313647231707 39.47565798642862234, -0.35821630339098448 39.47699863881537397))",62,Mestalla,el Pla del Real,6,2,8435878.75,"{""lat"":39.47098032023145,""lon"":-0.3588449910815803}",3463,"23,3","39,8",77,23
"Polygon ((-0.36228598771648468 39.48482958890213723, -0.36274295605275014 39.48388953690817971, -0.36134403832585466 39.4828578153656693, -0.35948152408193307 39.48148221042332295, -0.35950398393856453 39.48146470327157687, -0.36030774479350447 39.48080731662446397, -0.36075599002373082 39.48044363464394735, -0.360886941908375 39.48018985906406897, -0.36124776337227449 39.47948636987107562, -0.36442615213962082 39.48043685661502877, -0.36513389309767907 39.47901151247298657, -0.36643055738398739 39.47938324891302386, -0.36467252468320532 39.48297389879334673, -0.36381025675250378 39.4847380571491513, -0.36357245939607707 39.48522363952424996, -0.36228598771648468 39.48482958890213723))",63,Jaume Roig,el Pla del Real,6,3,19.080.090.625,"{""lat"":39.48174281412897,""lon"":-0.3630732531416211}",1663,"25,4","40,7","78,3","21,7"
"Polygon ((-0.35950398393856453 39.48146470327157687, -0.35948152408193307 39.48148221042332295, -0.35560765663223304 39.47861942035603988, -0.35488973538755381 39.47808507712891668, -0.35467107963779559 39.47854405071151263, -0.35274218086439668 39.47798661591224345, -0.35389337633087153 39.47585075201477167, -0.35821630339098448 39.47699863881537397, -0.36338811133808557 39.47850796288271624, -0.36513389309767907 39.47901151247298657, -0.36442615213962082 39.48043685661502877, -0.36124776337227449 39.47948636987107562, -0.360886941908375 39.48018985906406897, -0.36075599002373082 39.48044363464394735, -0.36030774479350447 39.48080731662446397, -0.35950398393856453 39.48146470327157687))",64,Ciutat Universitària,el Pla del Real,6,4,27.695.921.875,"{""lat"":39.478549681331515,""lon"":-0.358624794976353}",689,"24,8","38,8","82,4","17,6"
"Polygon ((-0.40687891466319975 39.4727375822706037, -0.40701870567600712 39.47351043444569996, -0.40207637254095491 39.47448319230917946, -0.40129059837777503 39.47465030417880882, -0.39880652427758673 39.47512173499508492, -0.3964703860758832 39.47556038239890341, -0.39626578758547282 39.47565039098169848, -0.39580265600424691 39.47491931679459043, -0.39533675059122592 39.47428276220458088, -0.39431457168491357 39.4728814978363971, -0.39349702768292938 39.47175959257263145, -0.39218687008573389 39.46995997574169479, -0.39158638909952664 39.46913570560935369, -0.39154485628400149 39.46908072047374105, -0.39003075556862127 39.46700623738342983, -0.39266778861977347 39.46747082757001834, -0.39328266600088552 39.46757922272784924, -0.39533517675869712 39.46794055192309969, -0.40527326538127384 39.46974844820345396, -0.40509902719043961 39.47048777786553586, -0.40550810943997678 39.47253740385585274, -0.40679054020814964 39.47266962954047642, -0.40687891466319975 39.4727375822706037))",71,Nou Moles,l'Olivereta,7,1,,"{""lat"":39.47138691118011,""lon"":-0.39862052888641974}",5906,"21,2","46,1","76,8","23,2"
"Polygon ((-0.41796923507082362 39.46917836132105606, -0.41791136293406056 39.46920694888068937, -0.41781980283149955 39.46923720227252375, -0.41768794297324197 39.46927566808047771, -0.41763273214468083 39.46928635097579274, -0.41762848154713528 39.46928059896315943, -0.41741044743125605 39.4693429058799623, -0.41727081428583063 39.46938317140453734, -0.4172033984494673 39.46939920437613836, -0.41715704071923237 39.46941344410072361, -0.41707050926359451 39.46945290759779823, -0.41703227451325203 39.46947221961749364, -0.41697759941805035 39.46950674252482827, -0.4169107010598368 39.46954208379135309, -0.41687372462513611 39.469562883160485, -0.41670735310716622 39.46968272346180839, -0.4165695560747209 39.46970538059951394, -0.41643980468289415 39.46971918055623263, -0.41621905719704211 39.46971843498342736, -0.41588063095560462 39.46976927862392159, -0.41568525287497343 39.46990084159543954, -0.4155840235551328 39.46995863445172859, -0.41538725377357955 39.47003765336219772, -0.41522946291659918 39.47011086333329644, -0.41504953943807033 39.470206706508975, -0.41470370049418642 39.47034934413903784, -0.41406703099757142 39.47065976779597918, -0.41368689505044642 39.47081064801798078, -0.41315495433308258 39.47097435488171158, -0.41279820359537944 39.4710749968470509, -0.41239215448675332 39.47120076477816752, -0.41206511202152019 39.47138855987131478, -0.41166729413703262 39.47181013375382008, -0.41145697793035579 39.47209465119391325, -0.41113870296673072 39.47242259124331554, -0.41102232752933671 39.47251905089417789, -0.41088623210037939 39.4725442075245212, -0.41016581550207509 39.47257720801870562, -0.40938018325276859 39.47263320924144381, -0.40890162671544011 39.47266048534280714, -0.40847973634652213 39.47271562624172958, -0.40787149533541123 39.47274748336825212, -0.40745925772912872 39.47277710661004591, -0.40687891466319975 39.4727375822706037, -0.40679054020814964 39.47266962954047642, -0.40550810943997678 39.47253740385585274, -0.40509902719043961 39.47048777786553586, -0.40527326538127384 39.46974844820345396, -0.40554758684499503 39.469795112507299, -0.40629214887841997 39.46993335174854423, -0.40750355648468395 39.46994237360717506, -0.41015399803472025 39.46975824889898377, -0.41032798594332504 39.4697486128635191, -0.41788670281665619 39.46918262660109633, -0.41796923507082362 39.46917836132105606))",72,Soternes,l'Olivereta,7,2,,"{""lat"":39.4709441269548,""lon"":-0.40973791736878795}",1134,"21,9","46,6",75,25
